"paiement_id","compte_id","universite_id","faculte_id","departement_id","promotion_id","etudiant_id","type_frais_id","agence_id","guichetier_id","date_paiement","montant_paye"
67553,1,1,1,4,18,35,2,8,8,"2024-12-28 18:57:08.955454","90000.00"
67554,1,1,1,4,18,35,1,8,8,"2024-10-31 07:10:37.560827","30000.00"
67557,1,1,1,4,18,36,5,3,3,"2024-10-08 04:17:09.833391","10000.00"
67558,1,1,1,4,18,36,4,3,3,"2024-11-24 10:00:43.529003","5000.00"
67559,1,1,1,4,18,36,3,3,3,"2024-11-08 21:18:14.094766","50000.00"
67560,1,1,1,4,18,36,2,3,3,"2025-05-11 17:09:50.73354","90000.00"
67561,1,1,1,4,18,36,1,3,3,"2024-10-26 11:07:31.502918","30000.00"
67563,1,1,1,4,19,37,6,4,4,"2024-10-19 19:48:27.910288","3000.00"
67565,1,1,1,4,19,37,4,4,4,"2025-01-03 23:11:50.759923","5000.00"
67567,1,1,1,4,19,37,2,4,4,"2025-06-25 19:01:30.368746","48000.00"
67568,1,1,1,4,19,37,1,4,4,"2024-10-11 21:05:55.213081","20000.00"
67570,1,1,1,4,19,38,6,5,5,"2025-01-11 14:27:09.210776","3000.00"
67572,1,1,1,4,19,38,4,5,5,"2024-11-10 11:31:40.057892","5000.00"
67574,1,1,1,4,19,38,2,5,5,"2024-12-30 08:35:07.343527","48000.00"
67575,1,1,1,4,19,38,1,5,5,"2024-10-19 13:45:31.011575","20000.00"
67579,1,1,1,4,20,39,4,2,2,"2025-03-14 04:01:54.584849","5000.00"
67581,1,1,1,4,20,39,2,2,2,"2024-10-23 23:32:10.15179","54000.00"
67582,1,1,1,4,20,39,1,2,2,"2024-10-01 17:30:33.115747","20000.00"
67586,1,1,1,4,20,40,4,9,9,"2024-11-01 14:58:10.192789","5000.00"
67588,1,1,1,4,20,40,2,9,9,"2025-03-16 03:03:36.565086","54000.00"
67589,1,1,1,4,20,40,1,9,9,"2024-10-18 04:59:46.291291","20000.00"
67593,1,1,2,5,21,41,4,6,6,"2024-11-26 12:08:15.062206","5000.00"
67595,1,1,2,5,21,41,2,6,6,"2024-12-31 02:41:15.306578","80000.00"
67596,1,1,2,5,21,41,1,6,6,"2024-10-21 06:11:59.539735","20000.00"
67600,1,1,2,5,21,42,4,7,7,"2024-10-31 01:16:41.754003","5000.00"
67602,1,1,2,5,21,42,2,7,7,"2025-05-11 06:29:57.816549","48000.00"
67603,1,1,2,5,21,42,1,7,7,"2024-10-14 23:58:41.12649","20000.00"
67608,1,1,2,5,22,43,3,7,7,"2024-11-02 10:28:05.737719","50000.00"
67609,1,1,2,5,22,43,2,7,7,"2024-10-30 23:55:58.146184","48000.00"
67610,1,1,2,5,22,43,1,7,7,"2024-10-15 13:39:13.970511","20000.00"
67615,1,1,2,5,22,44,3,9,9,"2025-03-04 06:48:39.897094","50000.00"
67616,1,1,2,5,22,44,2,9,9,"2025-05-18 20:51:34.414608","48000.00"
67617,1,1,2,5,22,44,1,9,9,"2024-10-13 08:42:57.353752","20000.00"
67621,1,1,2,5,23,45,4,10,10,"2025-06-22 03:12:40.960875","5000.00"
67623,1,1,2,5,23,45,2,10,10,"2025-06-16 07:58:49.139386","48000.00"
67624,1,1,2,5,23,45,1,10,10,"2024-10-24 05:45:30.191437","20000.00"
67628,1,1,2,5,23,46,4,9,9,"2025-02-28 04:15:50.644662","5000.00"
67630,1,1,2,5,23,46,2,9,9,"2025-01-27 01:49:51.258302","80000.00"
67631,1,1,2,5,23,46,1,9,9,"2024-10-02 06:43:47.507775","20000.00"
67636,1,1,2,5,24,47,3,10,10,"2025-03-28 16:26:41.426932","60000.00"
67637,1,1,2,5,24,47,2,10,10,"2025-02-07 11:56:51.139831","100000.00"
67638,1,1,2,5,24,47,1,10,10,"2024-10-14 08:31:36.048867","20000.00"
67643,1,1,2,5,24,48,3,7,7,"2024-10-30 09:03:18.15791","60000.00"
67644,1,1,2,5,24,48,2,7,7,"2025-01-13 22:17:35.742516","100000.00"
67645,1,1,2,5,24,48,1,7,7,"2024-10-22 18:51:32.530281","20000.00"
67649,1,1,2,5,25,49,4,6,6,"2025-04-14 22:38:17.118601","5000.00"
67651,1,1,2,5,25,49,2,6,6,"2025-03-05 22:47:17.547702","72000.00"
67652,1,1,2,5,25,49,1,6,6,"2024-10-22 22:54:00.674935","25000.00"
67656,1,1,2,5,25,50,4,6,6,"2025-05-17 17:51:04.030457","5000.00"
67658,1,1,2,5,25,50,2,6,6,"2024-10-02 14:17:38.483381","120000.00"
67659,1,1,2,5,25,50,1,6,6,"2024-10-03 00:41:42.707486","25000.00"
67664,1,1,2,6,26,51,3,8,8,"2024-10-08 13:31:35.235522","50000.00"
67665,1,1,2,6,26,51,2,8,8,"2024-10-09 04:09:15.857065","72000.00"
67666,1,1,2,6,26,51,1,8,8,"2024-10-07 14:49:01.210188","25000.00"
67671,1,1,2,6,26,52,3,7,7,"2024-11-20 02:48:01.801578","50000.00"
67672,1,1,2,6,26,52,2,7,7,"2025-03-29 18:16:55.025632","120000.00"
67673,1,1,2,6,26,52,1,7,7,"2024-10-20 20:14:20.17382","25000.00"
67677,1,1,2,6,27,53,4,1,1,"2025-01-21 03:13:33.110048","5000.00"
67679,1,1,2,6,27,53,2,1,1,"2025-01-13 03:17:33.765169","42000.00"
67680,1,1,2,6,27,53,1,1,1,"2024-10-10 04:28:00.846179","20000.00"
67684,1,1,2,6,27,54,4,1,1,"2025-06-09 08:45:45.893925","5000.00"
67686,1,1,2,6,27,54,2,1,1,"2025-04-16 12:59:01.320306","42000.00"
67687,1,1,2,6,27,54,1,1,1,"2024-10-16 20:54:05.487105","20000.00"
67692,1,1,2,6,28,55,3,10,10,"2025-01-02 03:37:57.628171","40000.00"
67693,1,1,2,6,28,55,2,10,10,"2024-10-18 08:08:51.856159","70000.00"
67694,1,1,2,6,28,55,1,10,10,"2024-10-01 23:21:38.440077","20000.00"
67699,1,1,2,6,28,56,3,10,10,"2024-12-16 21:03:09.203873","40000.00"
67700,1,1,2,6,28,56,2,10,10,"2024-10-18 03:16:22.554558","42000.00"
67701,1,1,2,6,28,56,1,10,10,"2024-10-14 05:13:50.52566","20000.00"
67705,1,1,2,6,29,57,4,2,2,"2024-12-12 01:37:14.412898","5000.00"
67707,1,1,2,6,29,57,2,2,2,"2025-02-05 07:19:28.418493","42000.00"
67708,1,1,2,6,29,57,1,2,2,"2024-10-07 22:14:41.344059","20000.00"
67712,1,1,2,6,29,58,4,6,6,"2024-12-19 16:44:13.497552","5000.00"
67714,1,1,2,6,29,58,2,6,6,"2025-05-11 20:04:29.65812","42000.00"
67715,1,1,2,6,29,58,1,6,6,"2024-10-26 06:38:56.550624","20000.00"
67720,1,1,2,6,30,59,3,1,1,"2025-04-03 07:22:43.964717","50000.00"
67721,1,1,2,6,30,59,2,1,1,"2025-04-26 10:45:23.128937","42000.00"
67722,1,1,2,6,30,59,1,1,1,"2024-10-10 09:21:13.933094","20000.00"
67727,1,1,2,6,30,60,3,8,8,"2025-05-10 16:50:43.011895","50000.00"
67728,1,1,2,6,30,60,2,8,8,"2025-04-06 01:41:49.793356","70000.00"
67729,1,1,2,6,30,60,1,8,8,"2024-10-03 16:05:55.97506","20000.00"
67733,1,1,2,7,31,61,4,6,6,"2025-02-05 09:25:17.23059","5000.00"
67735,1,1,2,7,31,61,2,6,6,"2025-04-14 13:51:53.871536","70000.00"
67736,1,1,2,7,31,61,1,6,6,"2024-10-08 23:47:07.577122","20000.00"
67740,1,1,2,7,31,62,4,4,4,"2025-05-08 07:41:03.658042","5000.00"
67742,1,1,2,7,31,62,2,4,4,"2025-01-10 02:39:31.278374","42000.00"
67743,1,1,2,7,31,62,1,4,4,"2024-10-15 08:19:19.149013","20000.00"
67748,1,1,2,7,32,63,3,5,5,"2024-12-13 22:50:18.491928","50000.00"
67749,1,1,2,7,32,63,2,5,5,"2024-11-24 11:45:48.137687","70000.00"
67750,1,1,2,7,32,63,1,5,5,"2024-10-18 15:47:16.776167","20000.00"
67755,1,1,2,7,32,64,3,10,10,"2025-02-28 15:55:51.165659","50000.00"
67756,1,1,2,7,32,64,2,10,10,"2025-06-23 16:30:58.578345","42000.00"
67757,1,1,2,7,32,64,1,10,10,"2024-10-18 19:33:08.852961","20000.00"
67761,1,1,2,7,33,65,4,3,3,"2025-04-27 23:20:17.052784","5000.00"
67763,1,1,2,7,33,65,2,3,3,"2025-04-09 09:31:25.08784","70000.00"
67764,1,1,2,7,33,65,1,3,3,"2024-10-27 09:40:46.039561","20000.00"
67768,1,1,2,7,33,66,4,5,5,"2025-06-25 07:07:23.372313","5000.00"
67770,1,1,2,7,33,66,2,5,5,"2024-12-10 21:38:03.79602","42000.00"
67771,1,1,2,7,33,66,1,5,5,"2024-10-16 18:30:28.776628","20000.00"
67776,1,1,2,7,34,67,3,5,5,"2025-01-08 05:21:46.038542","40000.00"
67777,1,1,2,7,34,67,2,5,5,"2025-06-23 10:21:52.754299","70000.00"
67778,1,1,2,7,34,67,1,5,5,"2024-10-16 13:15:48.421056","20000.00"
67783,1,1,2,7,34,68,3,9,9,"2025-06-05 05:53:04.419708","40000.00"
67784,1,1,2,7,34,68,2,9,9,"2025-06-07 05:33:29.023346","70000.00"
67785,1,1,2,7,34,68,1,9,9,"2024-10-17 14:17:01.601495","20000.00"
67789,1,1,2,7,35,69,4,4,4,"2025-05-15 21:21:12.682824","5000.00"
67791,1,1,2,7,35,69,2,4,4,"2024-12-14 22:25:30.611318","42000.00"
67792,1,1,2,7,35,69,1,4,4,"2024-10-28 09:01:27.107133","20000.00"
67796,1,1,2,7,35,70,4,4,4,"2025-02-03 17:57:09.843702","5000.00"
67798,1,1,2,7,35,70,2,4,4,"2025-03-18 15:17:02.156748","70000.00"
67799,1,1,2,7,35,70,1,4,4,"2024-10-18 18:52:47.683572","20000.00"
67804,5,5,15,47,36,71,3,4,4,"2025-05-03 13:06:44.728061","40000.00"
67805,5,5,15,47,36,71,2,4,4,"2024-10-24 01:35:45.916047","42000.00"
67806,5,5,15,47,36,71,1,4,4,"2024-10-30 10:33:02.041682","20000.00"
67811,5,5,15,47,36,72,3,2,2,"2025-05-16 17:36:30.451749","40000.00"
67812,5,5,15,47,36,72,2,2,2,"2025-03-04 21:21:17.121847","42000.00"
67813,5,5,15,47,36,72,1,2,2,"2024-10-28 03:21:16.059742","20000.00"
67817,5,5,15,47,37,73,4,7,7,"2024-10-06 10:51:47.42336","5000.00"
67819,5,5,15,47,37,73,2,7,7,"2025-02-15 04:10:33.24303","70000.00"
67820,5,5,15,47,37,73,1,7,7,"2024-10-08 01:18:05.35365","20000.00"
67824,5,5,15,47,37,74,4,2,2,"2024-12-27 12:28:29.191282","5000.00"
67826,5,5,15,47,37,74,2,2,2,"2025-01-11 11:43:07.922953","42000.00"
67827,5,5,15,47,37,74,1,2,2,"2024-10-20 22:03:20.545026","20000.00"
67829,5,5,15,47,38,75,6,2,2,"2024-11-03 08:59:35.660539","3000.00"
67833,5,5,15,47,38,75,2,2,2,"2025-04-06 04:21:18.452955","70000.00"
67834,5,5,15,47,38,75,1,2,2,"2024-10-19 01:33:02.045434","20000.00"
67836,5,5,15,47,38,76,6,5,5,"2025-01-10 03:56:08.346462","3000.00"
67840,5,5,15,47,38,76,2,5,5,"2025-02-26 10:25:04.36394","70000.00"
67841,5,5,15,47,38,76,1,5,5,"2024-10-14 15:31:03.802653","20000.00"
67846,5,5,15,47,39,77,3,8,8,"2025-01-01 13:18:26.938373","40000.00"
67847,5,5,15,47,39,77,2,8,8,"2024-10-31 06:26:06.607353","42000.00"
67848,5,5,15,47,39,77,1,8,8,"2024-10-29 13:31:08.957468","20000.00"
67853,5,5,15,47,39,78,3,6,6,"2025-01-02 09:04:53.248886","40000.00"
67854,5,5,15,47,39,78,2,6,6,"2024-10-14 00:26:16.702573","70000.00"
67855,5,5,15,47,39,78,1,6,6,"2024-10-22 00:08:08.139371","20000.00"
67859,5,5,15,47,40,79,4,9,9,"2025-02-12 04:38:55.889614","5000.00"
67861,5,5,15,47,40,79,2,9,9,"2025-01-20 14:06:54.081718","90000.00"
67862,5,5,15,47,40,79,1,9,9,"2024-10-01 19:58:23.376803","20000.00"
67866,5,5,15,47,40,80,4,8,8,"2025-01-31 08:43:02.994743","5000.00"
67868,5,5,15,47,40,80,2,8,8,"2025-02-21 10:22:35.126882","90000.00"
67869,5,5,15,47,40,80,1,8,8,"2024-10-11 15:59:49.040861","20000.00"
67873,1,1,3,9,41,81,4,7,7,"2025-01-24 01:42:53.016566","5000.00"
67875,1,1,3,9,41,81,2,7,7,"2025-03-18 05:08:11.266121","70000.00"
67876,1,1,3,9,41,81,1,7,7,"2024-10-15 16:32:33.466634","20000.00"
67880,1,1,3,9,41,82,4,3,3,"2025-05-21 09:04:38.15978","5000.00"
67882,1,1,3,9,41,82,2,3,3,"2025-05-10 06:41:06.902641","42000.00"
67883,1,1,3,9,41,82,1,3,3,"2024-10-28 07:41:44.14286","20000.00"
67888,1,1,3,9,42,83,3,1,1,"2025-03-11 21:49:16.820945","50000.00"
67889,1,1,3,9,42,83,2,1,1,"2024-12-03 17:03:17.517799","70000.00"
67890,1,1,3,9,42,83,1,1,1,"2024-10-05 18:10:01.329239","20000.00"
67895,1,1,3,9,42,84,3,10,10,"2024-12-24 14:33:58.496949","50000.00"
67896,1,1,3,9,42,84,2,10,10,"2025-04-22 05:59:55.334861","42000.00"
67897,1,1,3,9,42,84,1,10,10,"2024-10-27 19:33:31.164813","20000.00"
67901,1,1,3,9,43,85,4,3,3,"2024-10-11 20:46:18.472274","5000.00"
67903,1,1,3,9,43,85,2,3,3,"2025-01-29 06:25:02.959284","70000.00"
67904,1,1,3,9,43,85,1,3,3,"2024-10-17 13:16:21.171474","20000.00"
67908,1,1,3,9,43,86,4,7,7,"2025-03-30 11:51:06.749874","5000.00"
67910,1,1,3,9,43,86,2,7,7,"2025-05-10 10:34:39.831328","42000.00"
67911,1,1,3,9,43,86,1,7,7,"2024-10-30 04:24:30.087088","20000.00"
67916,1,1,3,9,44,87,3,3,3,"2024-12-20 12:36:01.863037","60000.00"
67917,1,1,3,9,44,87,2,3,3,"2025-02-17 11:28:46.918609","60000.00"
67918,1,1,3,9,44,87,1,3,3,"2024-10-22 04:41:51.207461","20000.00"
67923,1,1,3,9,44,88,3,4,4,"2024-11-24 02:36:58.739481","60000.00"
67924,1,1,3,9,44,88,2,4,4,"2025-06-03 00:22:16.58628","100000.00"
67925,1,1,3,9,44,88,1,4,4,"2024-10-24 08:58:10.840204","20000.00"
67929,1,1,3,9,45,89,4,8,8,"2025-03-22 08:54:47.027163","5000.00"
67931,1,1,3,9,45,89,2,8,8,"2024-11-20 17:55:00.278606","72000.00"
67932,1,1,3,9,45,89,1,8,8,"2024-10-09 07:42:25.839376","25000.00"
67936,1,1,3,9,45,90,4,8,8,"2025-01-31 10:42:16.497614","5000.00"
67938,1,1,3,9,45,90,2,8,8,"2025-01-26 05:40:29.007707","120000.00"
67939,1,1,3,9,45,90,1,8,8,"2024-10-30 11:26:04.302311","25000.00"
67944,1,1,3,10,46,91,3,5,5,"2024-10-14 21:11:34.190838","40000.00"
67945,1,1,3,10,46,91,2,5,5,"2025-05-01 10:50:39.737166","70000.00"
67946,1,1,3,10,46,91,1,5,5,"2024-10-28 12:46:21.974688","20000.00"
67951,1,1,3,10,46,92,3,10,10,"2025-06-03 01:50:42.288051","40000.00"
67952,1,1,3,10,46,92,2,10,10,"2024-12-02 12:15:46.646564","42000.00"
67953,1,1,3,10,46,92,1,10,10,"2024-10-03 10:18:58.839411","20000.00"
67957,1,1,3,10,47,93,4,3,3,"2025-04-06 19:05:15.582277","5000.00"
67959,1,1,3,10,47,93,2,3,3,"2025-05-13 09:38:07.696351","70000.00"
67960,1,1,3,10,47,93,1,3,3,"2024-10-06 23:16:17.82593","20000.00"
67964,1,1,3,10,47,94,4,2,2,"2025-05-11 13:48:39.199111","5000.00"
67966,1,1,3,10,47,94,2,2,2,"2025-01-07 15:18:22.918042","70000.00"
67967,1,1,3,10,47,94,1,2,2,"2024-10-27 19:37:27.761231","20000.00"
67972,1,1,3,10,48,95,3,6,6,"2025-03-22 12:39:29.1291","50000.00"
67973,1,1,3,10,48,95,2,6,6,"2025-03-03 09:59:44.787995","42000.00"
67974,1,1,3,10,48,95,1,6,6,"2024-10-14 05:51:10.894335","20000.00"
67979,1,1,3,10,48,96,3,4,4,"2024-12-26 12:19:06.854629","50000.00"
67980,1,1,3,10,48,96,2,4,4,"2025-03-16 20:48:48.048555","42000.00"
67981,1,1,3,10,48,96,1,4,4,"2024-10-13 18:48:27.875287","20000.00"
67987,1,1,3,10,49,97,2,2,2,"2025-03-19 20:58:07.380145","42000.00"
67988,1,1,3,10,49,97,1,2,2,"2024-10-09 19:43:30.67862","20000.00"
67994,1,1,3,10,49,98,2,2,2,"2024-11-03 12:05:44.004941","42000.00"
67995,1,1,3,10,49,98,1,2,2,"2024-10-19 03:40:35.043758","20000.00"
68711,5,5,14,42,1,201,6,1,1,"2025-05-09 06:16:06.690706","3000.00"
68713,5,5,14,42,1,201,4,1,1,"2025-06-22 21:48:21.120859","5000.00"
68715,5,5,14,42,1,201,2,1,1,"2025-06-13 12:09:14.674226","80000.00"
68716,5,5,14,42,1,201,1,1,1,"2024-10-20 05:25:23.628474","20000.00"
68718,5,5,14,42,1,202,6,2,2,"2025-02-23 09:01:21.544187","3000.00"
68720,5,5,14,42,1,202,4,2,2,"2025-04-06 17:26:55.926648","5000.00"
68722,5,5,14,42,1,202,2,2,2,"2024-10-31 12:39:34.862843","80000.00"
68723,5,5,14,42,1,202,1,2,2,"2024-10-21 22:06:30.568126","20000.00"
68726,5,5,14,42,2,203,5,6,6,"2025-01-31 01:54:52.291689","10000.00"
68727,5,5,14,42,2,203,4,6,6,"2025-02-12 13:04:16.580264","5000.00"
68728,5,5,14,42,2,203,3,6,6,"2025-02-13 06:21:55.568548","50000.00"
68729,5,5,14,42,2,203,2,6,6,"2025-03-09 13:34:56.024151","80000.00"
68730,5,5,14,42,2,203,1,6,6,"2024-10-25 21:15:08.323857","20000.00"
68733,5,5,14,42,2,204,5,1,1,"2025-01-20 23:18:21.175981","10000.00"
